iter	Passed	Remaining
663	1615	817
664	1617	814
665	1619	812
666	1621	809
667	1623	806
668	1625	804
669	1626	801
670	1628	798
671	1630	795
672	1632	792
673	1633	790
674	1635	787
675	1637	784
676	1639	782
677	1641	779
678	1643	777
679	1645	774
680	1647	771
681	1648	768
682	1650	766
683	1652	763
684	1654	760
685	1656	758
686	1657	755
687	1659	752
688	1661	749
689	1663	747
690	1665	744
691	1666	741
692	1668	739
693	1670	736
694	1672	733
695	1673	731
696	1675	728
697	1677	725
698	1679	723
699	1681	720
700	1683	718
701	1685	715
702	1686	712
703	1688	710
704	1690	707
705	1691	704
706	1693	701
707	1696	699
708	1698	697
709	1699	694
710	1701	691
711	1703	689
712	1705	686
713	1706	683
714	1708	681
715	1710	678
716	1712	676
717	1714	673
718	1716	670
719	1718	668
720	1720	665
721	1721	662
722	1723	660
723	1725	657
724	1727	655
725	1728	652
726	1730	649
727	1732	647
728	1734	644
729	1735	642
730	1737	639
731	1739	636
732	1741	634
733	1743	631
734	1745	629
735	1746	626
736	1748	623
737	1750	621
738	1752	618
739	1753	616
740	1756	613
741	1757	611
742	1759	608
743	1761	606
744	1763	603
745	1765	600
746	1766	598
747	1768	595
748	1770	593
749	1772	590
750	1773	588
751	1775	585
752	1777	582
753	1779	580
754	1780	577
755	1782	575
756	1784	572
757	1786	570
758	1788	567
759	1789	565
760	1791	562
761	1794	560
762	1795	557
763	1797	555
764	1799	552
765	1801	550
766	1802	547
767	1804	545
768	1806	542
769	1808	540
770	1810	537
771	1811	535
772	1813	532
773	1815	530
774	1817	527
775	1818	525
776	1820	522
777	1822	520
778	1825	517
779	1827	515
780	1829	512
781	1831	510
782	1833	508
783	1835	505
784	1836	503
785	1838	500
786	1840	498
787	1842	495
788	1843	493
789	1845	490
790	1847	488
791	1849	485
792	1851	483
793	1853	480
794	1854	478
795	1856	475
796	1858	473
797	1860	470
798	1862	468
799	1864	466
800	1865	463
801	1867	461
802	1869	458
803	1871	456
804	1873	453
805	1875	451
806	1876	448
807	1879	446
808	1881	444
809	1883	441
810	1884	439
811	1886	436
812	1888	434
813	1890	431
814	1892	429
815	1894	427
816	1896	424
817	1898	422
818	1900	419
819	1901	417
820	1903	415
821	1905	412
822	1907	410
823	1909	407
824	1911	405
825	1912	402
826	1914	400
827	1916	398
828	1918	395
829	1920	393
830	1922	390
831	1924	388
832	1926	386
833	1928	383
834	1930	381
835	1932	379
836	1933	376
837	1936	374
838	1937	371
839	1939	369
840	1941	367
841	1943	364
842	1945	362
843	1946	359
844	1948	357
845	1951	355
846	1953	352
847	1956	350
848	1957	348
849	1959	345
850	1961	343
851	1963	341
852	1965	338
853	1967	336
854	1968	333
855	1970	331
856	1972	329
857	1974	326
858	1976	324
859	1977	321
860	1979	319
861	1981	317
862	1983	314
863	1985	312
864	1987	310
865	1988	307
866	1990	305
867	1992	303
868	1994	300
869	1996	298
870	1997	295
871	1999	293
872	2001	291
873	2003	288
874	2005	286
875	2009	284
876	2011	282
877	2012	279
878	2014	277
879	2016	274
880	2018	272
881	2020	270
882	2022	267
883	2024	265
884	2025	263
885	2027	260
886	2029	258
887	2031	256
888	2033	253
889	2035	251
890	2037	249
891	2039	246
892	2041	244
893	2043	242
894	2045	239
895	2046	237
896	2049	235
897	2051	232
898	2052	230
899	2054	228
900	2056	225
901	2058	223
902	2060	221
903	2062	218
904	2064	216
905	2065	214
906	2068	212
907	2070	209
908	2072	207
909	2074	205
910	2076	202
911	2078	200
912	2080	198
913	2081	195
914	2083	193
915	2085	191
916	2087	188
917	2089	186
918	2091	184
919	2093	182
920	2094	179
921	2096	177
922	2098	175
923	2100	172
924	2102	170
925	2104	168
926	2107	165
927	2110	163
928	2112	161
929	2114	159
930	2115	156
931	2117	154
932	2119	152
933	2121	149
934	2122	147
935	2124	145
936	2126	142
937	2128	140
938	2129	138
939	2131	136
940	2133	133
941	2135	131
942	2137	129
943	2139	126
944	2140	124
945	2142	122
946	2144	120
947	2146	117
948	2148	115
949	2150	113
950	2151	110
951	2153	108
952	2155	106
953	2157	104
954	2158	101
955	2160	99
956	2162	97
957	2164	94
958	2166	92
959	2168	90
960	2170	88
961	2172	85
962	2174	83
963	2176	81
964	2178	79
965	2180	76
966	2182	74
967	2184	72
968	2185	69
969	2187	67
970	2189	65
971	2192	63
972	2194	60
973	2196	58
974	2198	56
975	2200	54
976	2202	51
977	2204	49
978	2206	47
979	2208	45
980	2210	42
981	2211	40
982	2213	38
983	2215	36
984	2217	33
985	2220	31
986	2221	29
987	2223	27
988	2225	24
989	2227	22
990	2229	20
991	2230	17
992	2232	15
993	2234	13
994	2236	11
995	2238	8
996	2240	6
997	2242	4
998	2244	2
999	2245	0
