iter	Passed	Remaining
171	334	1610
172	337	1612
173	339	1611
174	341	1608
175	342	1604
176	344	1600
177	345	1597
178	347	1594
179	349	1591
180	351	1592
181	354	1592
182	355	1588
183	357	1585
184	359	1581
185	360	1577
186	362	1576
187	364	1573
188	366	1571
189	368	1570
190	370	1567
191	371	1565
192	374	1564
193	376	1563
194	377	1559
195	379	1556
196	381	1554
197	383	1554
198	385	1552
199	387	1549
200	388	1545
201	390	1543
202	392	1540
203	393	1536
204	395	1534
205	397	1533
206	400	1532
207	401	1530
208	403	1526
209	405	1525
210	407	1523
211	409	1522
212	415	1536
213	418	1537
214	420	1534
215	422	1531
216	423	1528
217	425	1525
218	428	1527
219	430	1526
220	433	1526
221	434	1523
222	436	1520
223	437	1517
224	439	1513
225	442	1515
226	444	1514
227	446	1511
228	448	1508
229	449	1505
230	451	1502
231	452	1499
232	454	1496
233	457	1497
234	459	1495
235	461	1493
236	463	1491
237	465	1489
238	466	1486
239	468	1483
240	470	1481
241	473	1481
242	475	1480
243	476	1477
244	478	1474
245	479	1471
246	481	1467
247	483	1464
248	484	1462
249	486	1460
250	489	1459
251	491	1458
252	492	1455
253	494	1451
254	495	1448
255	497	1445
256	499	1444
257	501	1442
258	504	1441
259	506	1440
260	507	1437
261	509	1434
262	510	1431
263	512	1428
264	514	1426
265	515	1423
266	518	1423
267	520	1421
268	522	1418
269	523	1416
270	525	1413
271	526	1410
272	529	1409
273	530	1406
274	533	1406
275	535	1405
276	537	1403
277	539	1400
278	540	1397
279	542	1395
280	544	1393
281	546	1391
282	549	1391
283	551	1389
284	552	1386
285	554	1384
286	556	1381
287	558	1380
288	561	1380
289	564	1383
290	567	1381
291	569	1379
292	571	1379
293	573	1377
294	575	1374
295	577	1372
296	579	1371
297	581	1369
298	583	1367
299	584	1364
300	586	1362
301	589	1361
302	590	1358
303	592	1356
304	595	1356
305	596	1353
306	598	1351
307	600	1348
308	601	1345
309	603	1343
310	605	1341
311	607	1339
312	610	1340
313	612	1338
314	614	1335
315	616	1334
316	618	1332
317	620	1330
318	622	1328
319	624	1327
320	626	1325
321	628	1322
322	630	1320
323	632	1318
324	633	1315
325	635	1313
326	637	1311
327	639	1310
328	641	1308
329	643	1306
330	645	1304
331	647	1302
332	648	1299
333	650	1296
334	653	1296
335	655	1294
336	656	1292
337	659	1290
338	661	1289
339	663	1287
340	665	1285
341	666	1282
342	669	1281
343	671	1279
344	673	1277
345	674	1275
346	676	1272
347	677	1269
348	679	1267
349	681	1264
350	683	1263
351	685	1262
352	687	1259
353	689	1257
354	690	1254
355	692	1252
356	694	1251
357	696	1249
358	699	1248
359	701	1246
360	703	1244
361	704	1242
362	706	1239
363	708	1237
364	709	1234
365	711	1232
366	714	1232
367	717	1232
368	719	1230
369	721	1227
370	722	1225
371	724	1222
372	725	1220
373	727	1217
374	729	1216
375	732	1215
376	734	1213
377	736	1211
378	737	1209
379	739	1206
380	741	1204
381	744	1203
382	747	1204
383	749	1202
384	751	1200
385	753	1198
386	754	1195
387	756	1193
388	758	1192
389	760	1190
390	762	1187
391	764	1185
392	766	1184
393	768	1182
394	770	1179
395	771	1176
396	775	1178
397	777	1176
398	779	1174
399	781	1172
400	783	1170
401	785	1168
402	788	1167
403	791	1167
404	793	1165
405	794	1162
406	796	1160
407	797	1157
408	799	1155
409	801	1152
410	804	1153
411	807	1152
412	809	1150
413	810	1147
414	812	1145
415	814	1142
416	815	1140
417	818	1139
418	820	1138
419	822	1135
420	824	1133
421	825	1131
422	827	1128
423	829	1126
424	830	1123
425	832	1122
426	835	1120
427	837	1119
428	839	1116
429	840	1114
430	842	1111
431	843	1109
432	845	1107
433	847	1105
434	849	1103
435	851	1101
436	853	1100
437	856	1098
438	858	1097
439	860	1095
440	862	1093
441	865	1092
442	867	1090
443	869	1088
444	870	1085
445	872	1083
446	873	1080
447	875	1078
448	877	1076
449	879	1074
450	881	1072
451	883	1071
452	885	1069
453	887	1066
454	889	1065
455	891	1063
456	895	1063
457	897	1062
458	899	1060
459	901	1057
460	902	1055
461	904	1053
462	906	1051
463	908	1049
464	911	1048
465	913	1046
466	914	1044
467	916	1041
468	918	1039
469	920	1037
470	922	1035
471	925	1035
472	927	1033
473	929	1031
474	930	1028
475	932	1026
476	933	1023
477	935	1021
478	936	1019
479	939	1017
480	942	1016
481	943	1014
482	945	1012
483	947	1009
484	948	1007
485	950	1005
486	951	1002
487	953	1000
488	955	998
489	957	996
490	959	994
491	963	994
492	965	992
493	967	990
494	969	989
495	971	987
496	973	985
497	975	983
498	976	980
499	978	978
500	980	976
501	981	973
502	984	972
503	986	971
504	988	969
505	990	967
506	992	965
507	994	962
508	995	960
509	997	958
510	999	956
511	1002	955
512	1005	954
513	1007	952
514	1009	950
515	1011	948
516	1015	948
517	1017	946
518	1019	944
519	1021	942
520	1022	940
521	1024	938
522	1026	936
523	1028	934
524	1032	933
525	1035	932
526	1036	930
527	1038	928
528	1040	926
529	1042	924
530	1045	923
531	1047	921
532	1049	919
533	1051	917
534	1053	915
535	1055	913
536	1057	911
537	1059	909
538	1061	907
539	1063	906
540	1065	903
541	1066	901
542	1068	899
543	1070	897
544	1071	894
545	1073	892
546	1075	890
547	1078	889
548	1080	887
549	1081	885
550	1083	882
551	1085	880
552	1086	878
553	1088	876
554	1091	875
555	1093	872
556	1094	870
557	1096	868
558	1098	866
559	1100	864
560	1102	862
561	1105	861
562	1107	859
563	1109	857
564	1110	855
565	1112	852
566	1114	850
567	1115	848
568	1117	846
569	1119	844
570	1122	843
571	1124	841
572	1125	839
573	1128	837
574	1129	835
575	1131	832
576	1133	830
577	1135	829
578	1137	827
579	1139	824
580	1141	823
581	1145	822
582	1146	820
583	1148	817
584	1150	816
585	1152	814
586	1154	812
587	1156	810
588	1157	807
589	1159	805
590	1161	803
591	1162	801
592	1165	799
593	1167	798
594	1169	795
595	1170	793
596	1172	791
597	1173	789
598	1175	786
599	1177	784
600	1179	782
601	1181	781
602	1183	778
603	1184	776
604	1186	774
605	1187	772
606	1189	770
607	1190	767
608	1194	766
609	1197	765
610	1199	763
611	1201	761
612	1203	759
613	1205	757
614	1207	755
615	1210	754
616	1212	752
617	1215	751
618	1217	749
619	1218	746
620	1220	744
621	1222	742
622	1225	741
623	1226	739
624	1229	737
625	1231	735
626	1233	733
627	1235	731
628	1236	729
629	1238	727
630	1241	725
631	1243	724
632	1245	722
633	1247	719
634	1248	717
635	1250	715
636	1251	713
637	1253	711
638	1255	709
639	1258	707
640	1260	705
641	1261	703
642	1263	701
643	1264	699
644	1266	696
645	1268	694
646	1270	693
647	1272	691
648	1274	689
649	1276	687
650	1277	684
651	1279	682
652	1281	680
653	1282	678
654	1286	677
655	1288	675
656	1290	673
657	1292	671
658	1293	669
659	1295	667
660	1296	665
661	1298	663
662	1300	661
663	1302	659
664	1304	657
665	1306	655
666	1308	653
667	1309	651
668	1311	648
669	1313	646
670	1316	645
671	1318	643
672	1320	641
673	1322	639
674	1323	637
675	1325	635
676	1326	632
677	1328	630
678	1331	629
679	1333	627
680	1335	625
681	1338	623
682	1340	622
683	1342	620
684	1344	618
685	1346	616
686	1348	614
687	1350	612
688	1351	610
689	1353	608
690	1354	605
691	1356	603
692	1358	601
693	1361	600
694	1363	598
695	1365	596
696	1366	594
697	1368	591
698	1369	589
699	1371	587
700	1373	585
701	1375	584
702	1377	582
703	1379	580
704	1381	578
705	1383	576
706	1384	573
707	1386	571
708	1388	569
709	1390	568
710	1392	566
711	1394	564
712	1396	562
713	1398	560
714	1399	558
715	1401	555
716	1403	553
717	1405	551
718	1407	550
719	1409	547
720	1410	545
721	1412	543
722	1413	541
723	1415	539
724	1417	537
725	1419	535
726	1421	533
727	1423	531
728	1425	529
729	1427	528
730	1430	526
731	1432	524
732	1434	522
733	1436	520
734	1438	518
735	1439	516
736	1441	514
737	1443	512
738	1444	510
739	1446	508
740	1448	506
741	1450	504
742	1452	502
743	1454	500
744	1455	498
745	1457	496
746	1459	494
747	1460	492
748	1462	490
749	1464	488
750	1466	486
751	1468	484
752	1470	482
753	1471	480
754	1473	478
755	1475	476
756	1476	474
757	1478	472
758	1480	470
759	1483	468
760	1484	466
761	1486	464
762	1488	462
763	1490	460
764	1491	458
765	1493	456
766	1495	454
767	1497	452
768	1499	450
769	1500	448
770	1502	446
771	1504	444
772	1505	442
773	1507	440
774	1509	438
775	1511	436
776	1513	434
777	1515	432
778	1517	430
779	1519	428
780	1520	426
781	1522	424
782	1524	422
783	1527	420
784	1528	418
785	1530	416
786	1532	414
787	1535	412
788	1536	411
789	1538	409
790	1541	407
791	1543	405
792	1545	403
793	1546	401
794	1548	399
795	1550	397
796	1551	395
797	1553	393
798	1556	391
799	1558	389
800	1559	387
801	1561	385
802	1562	383
803	1564	381
804	1566	379
805	1570	377
806	1573	376
807	1577	374
808	1579	372
809	1581	370
810	1583	368
811	1586	367
812	1588	365
813	1590	363
814	1591	361
815	1593	359
816	1595	357
817	1597	355
818	1599	353
819	1601	351
820	1603	349
821	1605	347
822	1607	345
823	1609	343
824	1610	341
825	1612	339
826	1614	337
827	1616	335
828	1618	333
829	1620	331
830	1622	329
831	1624	328
832	1626	326
833	1628	324
834	1630	322
835	1632	320
836	1634	318
837	1636	316
838	1637	314
839	1639	312
840	1640	310
841	1642	308
842	1644	306
843	1646	304
844	1649	302
845	1650	300
846	1652	298
847	1653	296
848	1655	294
849	1657	292
850	1658	290
851	1661	288
852	1663	286
853	1665	284
854	1667	282
855	1668	280
856	1670	278
857	1672	276
858	1673	274
859	1676	272
860	1679	271
861	1680	269
862	1682	267
863	1684	265
864	1685	263
865	1687	261
866	1688	259
867	1691	257
868	1693	255
869	1695	253
870	1697	251
871	1698	249
872	1700	247
873	1702	245
874	1703	243
875	1710	242
876	1711	240
877	1713	238
878	1715	236
879	1717	234
880	1718	232
881	1722	230
882	1723	228
883	1725	226
884	1728	224
885	1730	222
886	1731	220
887	1733	218
888	1736	216
889	1738	214
890	1740	212
891	1741	210
892	1743	208
893	1745	206
894	1746	204
895	1748	202
896	1750	201
897	1753	199
898	1755	197
899	1756	195
900	1758	193
901	1760	191
902	1761	189
903	1763	187
904	1765	185
905	1767	183
906	1770	181
907	1771	179
908	1773	177
909	1775	175
910	1776	173
911	1778	171
912	1779	169
913	1782	167
914	1784	165
915	1786	163
916	1788	161
917	1790	159
918	1791	157
919	1793	155
920	1795	153
921	1797	152
922	1800	150
923	1802	148
924	1804	146
925	1805	144
926	1807	142
927	1808	140
928	1810	138
929	1812	136
930	1814	134
931	1816	132
932	1818	130
933	1821	128
934	1822	126
935	1824	124
936	1826	122
937	1828	120
938	1830	118
939	1832	116
940	1834	115
941	1835	113
942	1837	111
943	1839	109
944	1841	107
945	1843	105
946	1846	103
947	1847	101
948	1849	99
949	1851	97
950	1852	95
951	1854	93
952	1857	91
953	1861	89
954	1863	87
955	1865	85
956	1866	83
957	1868	81
958	1869	79
959	1871	77
960	1875	76
961	1877	74
962	1879	72
963	1881	70
964	1883	68
965	1884	66
966	1886	64
967	1890	62
968	1891	60
969	1893	58
970	1894	56
971	1896	54
972	1898	52
973	1899	50
974	1901	48
975	1903	46
976	1905	44
977	1907	42
978	1909	40
979	1911	39
980	1913	37
981	1915	35
982	1917	33
983	1919	31
984	1921	29
985	1922	27
986	1924	25
987	1926	23
988	1928	21
989	1929	19
990	1931	17
991	1934	15
992	1936	13
993	1937	11
994	1939	9
995	1941	7
996	1943	5
997	1945	3
998	1950	1
999	1951	0
